project,bug_id,score_FlexFL,success_FlexFL,score_BRaIn,success_BRaIn,score_boostnsift,success_boostnsift,score_buglocator,success_buglocator,score_locus,success_locus,score_any,y_any
Closure,43,-4.252137121761522,0,-6.623415497900554,1,-4.644524429002803,0,-6.086229601128683,1,-5.234451101051858,1,-5.652486047729626,1
Closure,110,-5.706966008789817,1,-7.178814567830057,1,-6.361395334217901,0,-7.8889277519768735,0,-6.938049998745741,0,-7.3726630500346815,1
Closure,104,-7.002068993456632,1,-8.449538631519744,0,-9.698143980507648,1,-11.00291695237657,0,-9.004231940802068,0,-8.250470464239514,1
Closure,57,-5.066003157809207,1,-7.113639648339269,0,-6.350411864493329,0,-7.862361471273511,0,-6.589385045339412,0,-7.8183390105453245,1
Math,24,2.0896148062913724,1,2.3069931176246388,1,2.391054957495214,1,2.2427507733959535,1,1.958872669324736,1,2.3818665737881233,1
Lang,44,1.7783067325580286,1,2.064769184238714,0,2.455575637131287,1,2.2224975005213548,1,1.8907257103799922,1,2.211695612403485,1
Mockito,9,-1.01977517604498,0,-1.7149520095137487,0,-0.871805123036642,0,-0.9951514854193145,0,-0.3914737062448499,0,-0.9169757751868274,0
Closure,138,-5.703618609541563,1,-7.230878612485707,0,-6.606936407790654,0,-8.320012726895762,0,-7.114267530172303,0,-7.475635256124236,1
Lang,50,2.402065213321916,1,2.837895615388967,1,2.3591172408168792,1,2.949258752587297,1,2.261927738461788,1,2.8241742726315335,1
Math,30,2.383988926117795,1,3.5919533763539766,1,3.0388800606725948,1,2.6531035788580555,1,2.123320670866785,1,2.838526926001648,1
JacksonDatabind,14,-0.4744863128934034,1,1.2352110909330878,0,-1.5364148489112812,0,0.42491708270642536,1,0.32489889587344256,1,-0.35705440380404796,1
Collections,6,2.7792291385478483,0,2.96898018465201,0,2.883234851398636,0,3.140943107047119,0,2.5168314721819334,0,3.1971505064423487,0
JacksonCore,4,0.8519062503482657,1,1.3983550937092737,1,0.7015687097150167,0,2.150619544808161,1,1.5126812550081967,1,1.2741479383880963,1
JacksonDatabind,28,0.6689257288895248,1,1.904741498298496,1,-0.024504699879498465,0,1.273988624481569,1,1.1392584492567401,1,0.689383105965883,1
JacksonDatabind,29,3.1336525129552317,1,5.350600614796966,1,6.291753163793286,0,5.6995364557859975,0,5.667031689556109,0,4.204781572381843,1
JacksonCore,5,1.8217366173046503,1,2.4901054498083797,1,2.1382934753545944,1,2.924927519424041,1,2.485718484944836,1,2.74599536154836,1
Collections,7,2.1063774968321853,0,2.7739285690408884,0,2.808296655651558,0,2.5902183381755486,0,2.64528623793148,0,3.0768271856582263,0
JacksonDatabind,15,0.9989162475888189,1,2.316574456696842,1,0.1978492726324827,1,2.2366590195169023,0,1.7331350588016603,0,0.9709189099885027,1
Lang,51,2.062947421071085,1,3.080580676613195,1,2.468576375020732,0,2.773444188915712,1,2.1217941428523894,1,2.4296080640850555,1
Closure,139,-5.005207691801081,0,-7.0803749963316065,1,-5.330823383612863,0,-7.024387867969686,0,-6.055788689498874,0,-6.032333852773118,1
Math,31,1.3773772278977892,0,1.721418812835158,0,2.1130815117963144,0,1.9483496094152892,0,1.9562208965743038,0,2.011420865755016,0
Math,25,0.8399750301563333,1,0.751272185397011,1,1.0640651736271756,1,1.0394507802895439,1,1.3729606401091679,1,0.9198390924619433,1
Mockito,8,0.05851145373349072,1,0.7686678411026742,1,-0.268551127847537,1,0.38008326316804864,1,0.61202686577377,0,0.28865550591629074,1
Lang,45,2.3031098980981333,1,2.872987587887317,1,2.411927681915345,1,2.946017145594349,1,2.2167237493551144,1,2.895612167641582,1
Closure,105,-5.649544935303433,1,-7.257686692204926,1,-6.60016359675968,1,-7.646504167552445,0,-6.39708136733737,0,-7.283286586517359,1
Closure,56,-4.84357382011583,0,-7.086675130230537,0,-4.998932725323626,0,-6.85276668830044,0,-5.6056996157322185,0,-6.090554386488457,0
Closure,42,-5.868884290558777,1,-7.34095352322456,0,-7.071950456877413,0,-7.846794905466104,0,-7.222002796434607,1,-7.59727763901094,1
Math,19,2.816989650837081,1,3.3724644972343505,0,3.4289622112259983,0,3.2063473632799266,1,2.509610457430964,1,2.980688370042405,1
Closure,111,-4.476633690902654,0,-6.7693688802073595,0,-5.589121260114231,0,-6.240790650916942,0,-5.636364938363874,0,-7.0063707822292995,0
Codec,5,2.180646916640453,1,3.377328557867222,1,2.4909376634165064,1,3.126152997799244,1,2.3155649499118662,1,3.2076616444595905,1
Compress,20,2.7403650130216457,1,3.055906498834477,1,2.7486558131654157,1,3.1503367910330407,1,2.2600397554153133,0,3.1142513534959195,1
Closure,95,-4.580913262052989,0,-6.198447532881618,0,-4.455549556709015,0,-5.8311551028458295,0,-5.379012226933361,0,-5.265117547483579,0
Closure,81,-6.192196959062896,1,-7.750078950825449,0,-8.413036805877645,0,-8.932222898937423,1,-7.592804237696891,1,-7.9994131178679435,1
Compress,34,2.2136950025236417,1,2.9854575197096285,1,2.5347264199653963,0,3.062286187181719,1,3.3227159998656197,1,2.481388915660256,1
Jsoup,41,1.7013889028532811,1,2.0826860962526235,1,1.810834983631924,1,2.9021591561629885,0,2.605422719538175,1,2.3499234490628336,1
Jsoup,55,0.9919786688500439,0,0.6881866315592642,0,1.1568481720182417,0,1.8586691189572664,0,1.7481279496249666,0,1.3604018257068393,0
Jsoup,69,1.6189196073221641,0,2.7649031119009098,1,1.2968612212735056,1,2.821455561388676,1,2.044252316115038,1,1.9960433610672212,1
Jsoup,82,0.7152757003691709,1,1.3381463929224047,0,-0.45067878591862104,1,0.7666718781025256,0,0.5961678216379644,1,0.8493368628948923,1
JacksonXml,1,-1.4506891852271224,1,-2.4072338053600695,1,-0.5852149134056563,1,-1.3406957478619956,0,-0.5088826938366391,0,-1.5909983768323783,1
Csv,13,2.4092836311297234,0,3.0591187392591888,1,2.801893842510166,1,3.3317235970954195,1,2.5346266262016934,1,3.1333059607217195,1
Time,4,1.0278126286853404,1,0.8462231273616575,0,1.3820503547611565,1,1.9179182931985177,0,2.070969592377926,1,1.6627476963036305,1
Collections,24,2.1140587939190625,0,3.324696206426065,0,2.1818755589344723,0,2.222244044821116,0,2.1134950087141067,1,2.5082509997338116,1
Gson,16,4.624670002139618,0,5.570649937469917,1,6.181746356966049,1,6.840441151313727,1,6.284756160827863,0,5.049982380019408,1
Collections,18,2.4142439189464278,0,3.45892510385821,0,3.030433891293884,0,3.755792557466601,0,3.0304105248416753,0,3.0295849135389554,0
Gson,14,0.7491640064127242,0,1.2727923710646465,1,0.1503406527052803,1,1.695087644179177,1,1.3473767492693434,0,1.4347000690311182,1
Time,6,0.9486542457067866,1,1.3285892370289847,0,1.1454965997250262,0,1.9107759564924307,1,1.7755082236166448,0,1.0442240571847416,1
JacksonDatabind,108,1.587444231031939,1,1.7180147218612083,0,2.5193370247004383,1,2.8120216702634213,1,2.511470613339533,0,1.7893836012276216,1
Collections,26,3.276064174191643,1,4.642087522888337,1,3.486526088255105,0,2.7653877324780147,1,2.573468784410152,1,3.692285602726834,1
Csv,11,2.075707985161063,1,2.380678115527792,1,2.4648942733507333,1,2.0720456072669413,1,1.8866701220879645,0,2.256996001707984,1
JacksonXml,3,1.0229307130771703,1,1.1400223007092656,1,1.0050210450082417,1,1.6218040326880288,1,1.5436384662337204,0,1.5693294193909062,1
Jsoup,80,1.2392871611421414,1,2.2610988986317992,0,-0.1772452704026243,0,1.1202414762112438,1,0.8278818012670279,1,1.2097429276768088,1
Jsoup,9,1.0561083758450869,0,1.419858585617642,1,1.1215775993781467,1,1.7328631105858043,0,1.6322168865147901,0,1.656460756995441,1
Jsoup,43,0.6441919225341055,1,1.016254021282576,1,0.7932167602257545,1,1.7813215865033825,1,1.7438958143099392,1,1.3779528787955986,1
Jsoup,57,1.430457466843241,1,2.200107349479179,1,1.0399223896135414,1,2.233760927195416,1,1.8283992851600848,1,2.2422545993508063,1
Closure,97,-5.5442526964663355,1,-7.016323744444195,1,-6.018589565163633,1,-7.527564302371808,0,-6.257400390925306,0,-7.040445746469017,1
Compress,22,2.0998803194431623,1,2.575224488782907,1,2.9776348056589597,1,2.455672919303093,0,2.34566281386971,0,2.5252348023195768,1
Compress,36,1.9616002859441053,1,2.631638488505703,1,2.5068414528309546,1,2.78148698391681,1,2.4705247285338428,1,2.3505234591386017,1
Closure,83,-5.071027430181427,0,-7.297649422700804,1,-5.474843525221503,1,-7.206934983271854,1,-6.1463622236855535,0,-6.276964344987879,1
Codec,7,2.429534460720353,1,3.403042494239588,1,0.9264748000749794,1,1.8711502910378255,1,1.7347652114247922,1,2.5317117525230604,1
Closure,54,-4.837741818060333,1,-7.234869006577582,1,-5.459308106116015,0,-7.193674335099563,0,-6.3310361471357615,0,-6.822316192865254,1
Closure,107,-5.143163682986735,0,-6.943983641366311,0,-5.298977633158906,1,-6.962032712730205,1,-5.688767639511832,0,-6.554833955675152,1
Closure,113,-4.376476996134396,1,-5.759558586340334,1,-3.9175333765983384,1,-5.506612313572306,1,-4.813909776492618,1,-5.3440820122851305,1
Closure,40,-5.332128444474908,0,-7.560248145511791,1,-5.894019510523647,0,-7.65488335559137,1,-6.330478305647345,0,-7.380361691452927,1
Math,33,1.7452115325886832,1,1.5583858169605715,0,1.7764042511063898,0,1.508442221004056,0,1.9657488174564286,0,2.157797627420249,1
Closure,68,-4.5877830408175795,1,-6.506682633364695,0,-3.7221670685278383,0,-6.133524071390777,1,-5.269834741529108,0,-5.348232415664637,1
Lang,53,2.12286019610867,1,3.0538531726013654,1,2.6941417152516993,1,2.932632435451977,1,3.0303554834506397,1,2.8845382429368613,1
Lang,47,1.8517403010547993,1,2.746551961046938,1,2.607385628450605,1,2.2770352088697754,1,1.8052596005883668,1,2.6256400416283205,1
Math,27,2.4669388828617835,1,3.872596813211315,1,3.0023452171092595,1,3.26642136474341,1,2.524668582475031,1,3.4312551730055096,1
JacksonDatabind,17,0.613967804784614,0,1.5379305352241408,1,0.33183706238036825,1,2.011189603992862,1,1.469156984695783,1,0.5790381700114416,1
Collections,5,1.9535083946311156,0,2.558084341471113,0,2.375303674381377,0,2.5671289680525717,0,2.196024918863435,0,2.5362109385740474,0
JacksonCore,7,0.8137363110166651,0,0.9257786072390317,0,1.5685487235996518,0,2.1251976966241997,0,1.3956837916757432,0,1.2321173578767333,0
JacksonCore,6,1.2619458964421948,1,1.6736894252405667,1,1.8407343322528062,1,2.194509622560238,1,1.7507742890568425,1,1.6211115480060643,1
Collections,4,2.4379613882648887,0,2.4889084455864756,0,3.4538209476300303,0,2.416572144422249,0,2.357413308848161,0,3.2479954179133617,0
JacksonDatabind,16,1.0296263544457804,0,1.4931609086199806,0,1.7176341251988703,0,2.4879628399150255,0,2.027235758284659,0,1.5641775312765942,0
Lang,46,2.170819694974747,1,3.020598811880443,1,2.8091088044278454,1,3.5524409838993223,1,2.7319362136781797,1,2.7845971393064373,1
Math,26,2.1784452023626275,1,2.866319892535953,1,3.16675963106952,1,3.585054041509436,1,2.7900062604686457,1,3.256799837744483,1
Closure,69,-4.55984227719509,0,-6.480593411721675,0,-4.141351841870242,0,-6.090735096922948,0,-5.232883574704724,0,-6.233800448558813,0
Math,32,1.9357141390146828,0,1.8148499190908227,1,3.007327633718986,1,1.9412052927964665,0,1.994596538627146,0,2.5643445802856735,1
Lang,52,1.819943505404976,1,2.535262532120478,1,2.5736079885049494,1,2.4758988546194582,1,2.3101696442250588,1,2.6677704032788574,1
Closure,112,-4.683202034720953,1,-7.391869511696932,1,-5.438203069505462,1,-7.310513458413686,0,-5.9838654908900555,0,-6.643284152228089,1
Closure,41,-3.6368999685684056,0,-5.351350237869854,0,-3.264825304294927,0,-4.707506218911228,0,-3.9808473588077002,0,-4.7054245857693475,0
Closure,55,-11.683542093718158,0,-13.367770979290418,0,-21.131119983283032,0,-19.320062404660536,0,-15.997433719218407,0,-14.194919606101957,0
Closure,106,-7.537784694622703,0,-9.526117551023937,0,-12.984578285249802,0,-13.44068528844238,0,-11.03647486320065,0,-11.972374054753919,0
Codec,6,3.2226968675934766,1,4.0907068153963095,1,3.677531044051533,1,2.892412922892794,1,2.688086905819131,1,3.567860451012141,1
Compress,37,2.8133989241085855,1,3.185049442097493,1,3.4541508101584464,1,3.3781481534253497,1,3.3032817925793347,1,3.1034606543299565,1
Closure,82,-4.612858095993564,0,-5.960338306319576,0,-4.615355159862585,0,-5.859003125882975,0,-4.97072425003802,0,-5.6129362323878045,0
Closure,96,-5.570680241558913,0,-7.717954947844996,0,-6.508453319481423,0,-7.432823690134407,0,-6.732094663808276,0,-7.405295298274743,0
Compress,23,2.235239487281204,1,3.202827271258198,0,2.0183507542390875,0,2.3444106859103444,1,2.07695288300414,1,3.170172553151325,1
Jsoup,56,1.0251181041660338,1,1.2186880195013194,1,1.3265759059606206,0,2.264741360619413,1,1.9497877980239213,0,1.2328115746416854,1
Jsoup,42,1.8472616268430513,1,3.044196490263854,1,2.625709510273391,1,3.7680232705460606,1,3.1420036080156177,1,2.836486065022647,1
Jsoup,8,-0.36102739788705235,1,-0.9497139905352369,0,-0.10217012846745668,0,0.09397610994021673,0,0.4943429681358533,0,-0.3245443782613695,1
Jsoup,81,0.8586012741304783,1,1.628415409301162,0,0.5764524766861399,1,2.070543961527636,0,1.557407266687111,0,1.5230531108318788,1
JacksonXml,2,0.6497975844603386,1,0.842814563085655,0,0.9428443094954835,1,1.4082482208431726,0,1.321737202591384,0,0.8482642884877839,1
Csv,10,2.2204094138377193,1,3.423029053977643,1,2.5963864029633386,1,2.6717499852119344,1,1.9776226880353953,1,2.8391638467372875,1
Collections,27,1.7356016610806628,0,2.700133344202167,0,2.843507317319398,0,3.0123636003237992,0,2.502747201642643,0,2.9036078518766835,0
JacksonDatabind,109,0.6624570583404518,1,1.118146017533015,0,0.8829682730918788,0,1.6829648016751082,0,1.3405461660175293,1,0.892473174946944,1
Time,7,0.8498613790300414,1,1.173975526724005,0,0.7858648218521721,1,1.95545213600452,0,1.8620575682022575,0,1.254529343469657,1
Gson,15,1.0807609013249668,1,1.712867654686288,1,0.7758697762969611,1,2.0195632407786848,1,1.7169472896867344,1,1.5408118358090017,1
Time,3,1.2464718314954104,1,1.9125190046400928,1,1.318159304261572,0,2.3350896715135554,1,2.1483553759619625,0,1.442161250399297,1
Collections,23,2.0157604428801497,0,2.1440576800446456,0,2.72231579582906,0,1.8857639838128746,0,2.0184777123403927,0,2.032367404462261,0
Gson,11,2.8232880709431725,0,4.362422453411371,1,3.7388507167825704,0,3.016211159686065,0,3.0913538061452535,0,3.5106408401683367,1
JacksonXml,6,1.399488900035925,0,2.062031589928446,1,1.502774950305428,1,2.6940137303558607,1,2.3427877063808893,0,2.340086918511401,1
Csv,14,3.523342725233076,1,4.411215820311791,1,4.128815611867099,1,3.253767272273181,1,2.7610098216602825,1,4.22825864184349,1
Jsoup,85,1.7761410857628424,1,2.348151041608038,1,1.8180224027026644,0,2.996255501834756,0,2.286404154297646,1,2.5271970069351894,1
Jsoup,91,1.2208137081516273,0,1.0793095230688736,0,1.9800068997233495,0,2.4838769084666885,0,2.257155578247312,0,1.5243871410804792,0
Jsoup,46,1.6846580740241055,1,2.184057874471015,1,2.615672944439914,0,3.6193339478861737,1,3.0049996427104992,1,2.755339469503486,1
Jsoup,52,0.6040986103252013,1,0.8938312634235676,1,0.9644321897412004,0,1.5913581897898958,0,1.5640578058346875,0,0.7729200282610144,1
Codec,2,2.822828387069686,1,3.992001947409887,1,2.9252874637192128,1,2.6460714441136806,1,2.5196746895442232,1,3.6297079096674914,1
Compress,27,2.104081212316196,1,3.7975612459367314,1,2.7663171179300896,1,3.4997312687129463,1,2.809131635264132,1,2.7665089982474242,1
Closure,92,-4.78083404199657,1,-6.805767825799262,1,-5.909982221029121,0,-7.240663715580796,0,-6.450306636248055,0,-7.224695687108194,1
Closure,86,-5.948390612453495,1,-8.661642159470244,0,-8.314006339452332,0,-9.027274737490005,0,-8.550294826954573,0,-8.946450863697837,1
Compress,33,2.2398988983345616,1,2.8207818718952495,0,3.146403214331614,1,2.690148201509422,0,2.5226926908065326,0,3.0131252586804167,1
Lang,56,1.429479467910211,0,1.7588650024010946,1,1.7883512729787716,1,1.969365628658736,1,1.886050211572183,1,2.0252368650958656,1
Math,36,2.2268515277830776,1,3.01288775033259,1,2.1547940411965514,1,2.886536522726242,1,2.2514285515441705,1,2.9400077273371954,1
Closure,79,-7.922210446479936,1,-9.448521825755117,0,-11.527580738901737,0,-11.258886381514351,0,-10.409868154252731,1,-10.682280387961852,1
Math,22,2.119910413297015,1,2.2338627363499737,0,3.011182435908636,0,2.4041873707374832,0,2.3642219940643754,0,2.696459990934393,1
Lang,42,2.327798545018571,1,3.761982355233072,1,2.7602091801049005,0,3.1913513499450543,0,2.561010731770591,0,3.515251403577064,1
Closure,102,-7.817479105991558,0,-11.200681608772825,0,-14.004714873831961,0,-14.309536883084991,0,-12.065455919260392,0,-10.401121756134936,0
Closure,51,-7.644078326628685,0,-9.266956664559332,0,-11.248087026921477,0,-11.77701851005462,0,-9.764906978848613,0,-9.477310833225477,0
Closure,45,-4.935917431956111,0,-7.528192332309828,1,-6.456871567062442,0,-7.18735185385469,0,-6.495310622065116,0,-7.536419415348412,1
Closure,116,-4.444273476234474,1,-6.153154848097327,0,-4.0407605884035975,0,-5.18310014555666,0,-4.889653506361205,0,-5.958355057600444,1
JacksonCore,2,1.1960501375327526,1,1.5622335916728378,1,1.3592991899408517,1,1.9254042665125932,1,1.6353562819023924,0,1.5434622332184045,1
JacksonDatabind,12,1.4592088823701421,0,2.6638298403950245,1,1.8717340638761168,1,3.061089094925917,0,2.579135039990363,0,1.838941062754515,1
JacksonDatabind,13,-0.08320547521509969,1,-0.24800293786432212,0,0.10906692482558417,1,0.6137608436095887,0,0.6298680892526678,0,-0.15535418006566296,1
Collections,1,2.5863085857409382,0,3.70504382141095,0,2.6702398287849993,0,3.428451093939841,0,2.6142024921450866,0,3.4982995636419902,0
JacksonCore,3,0.8682565658277387,1,1.0193317048304835,1,1.1781194022574608,1,1.5901177491968264,1,1.2315146010009848,1,1.2744560536716874,1
Closure,44,-7.800296741894988,0,-9.494321444577825,1,-9.837044927564634,0,-11.045710046627672,0,-9.253243303194738,0,-8.723649736455155,1
Closure,117,-6.772889688789756,1,-8.943310397424222,0,-8.53590990839652,1,-8.975472489760866,0,-7.9558294174473545,0,-7.403455268247582,1
Closure,103,-4.561718956972145,1,-6.525481133562074,0,-5.339063622698412,0,-6.97094395764323,0,-5.911947374279659,0,-6.550061629750509,1
Closure,50,-5.153012212907052,0,-7.7180865627500745,0,-6.487363804935217,0,-7.362416199966045,0,-6.679768921839234,0,-7.838666091837361,0
Math,23,2.2507426556308654,1,2.3069931176246388,0,2.6460525475988894,1,2.2427507733959535,1,1.9216969049269055,1,2.6849917304140414,1
Closure,78,-5.155167795566808,1,-6.992322207408629,1,-5.150074888568286,1,-6.972956937677522,0,-5.744297981260695,0,-5.4144056939699805,1
Lang,43,2.8483327187368714,1,4.106068072289225,1,2.8631687366482312,1,2.5248407716527477,1,1.9637062752854224,1,2.9621559072465757,1
Lang,57,2.390719751445597,1,3.3084166440937506,1,2.3833023136837075,1,2.814230747838182,1,1.9588952618040298,1,3.004060106432317,1
Math,37,2.7508787870056834,1,4.074772211657091,1,3.37257517912273,1,3.4239531080728294,1,2.571071733577397,1,3.5293029289146465,1
Closure,87,-4.567554613101838,1,-7.043763403512377,0,-5.418338183824574,0,-6.952251681047003,0,-5.78044068716412,0,-6.341313673320212,1
Compress,32,3.840136920941405,1,4.987421957470069,1,2.8103836035356355,1,3.224234830921668,1,2.6687694920873635,1,4.093650415006289,1
Compress,26,2.4073232749243565,1,2.697031087664003,1,3.251160753259958,1,3.5181771603237544,1,2.9564873915723537,1,3.106359943380029,1
Codec,3,2.5095652395533055,1,3.849748387634185,1,3.3654211638926035,1,3.5811996689019487,1,2.636559696247661,1,3.320586893161675,1
Jsoup,53,1.1126721131582384,0,1.592124821888125,0,0.30193912736102446,0,1.648987471694047,0,1.4108617938285226,0,1.0742835102814712,0
Jsoup,47,0.5316100580312731,1,0.3198662301322837,0,0.6687459371153032,0,1.103670459622325,0,1.259240831627893,0,0.7221700739061218,1
Jsoup,90,-0.3203580540969667,1,0.509934729466433,1,-1.5350969399624057,0,-0.31157343222519857,1,-0.11547696359680412,1,-0.0042485091336307845,1
Jsoup,84,1.061567496445553,1,1.2084824841846655,1,1.855655684799655,0,2.433366266358898,1,2.330928778163381,1,1.6566396327055137,1
Csv,15,2.5348503262884483,1,3.304825632980977,1,4.227875722406408,1,2.498875226418037,1,2.5059630657667387,1,3.640743903134989,1
Gson,10,1.2306264228219697,1,2.498299161201273,1,1.2489669198146847,1,3.028232864488376,0,2.5199575627372157,0,1.8734037692013288,1
Collections,22,2.3957383495812485,0,3.2913949604193204,0,2.7875363903750516,0,2.8846123480866703,0,2.1785840688560025,1,3.338297598584655,1
Time,2,0.4710625824489135,1,0.8767906306145479,0,0.6281733684340146,0,1.1362381584435257,0,0.9308168214469316,0,1.0081608766229386,1
Collections,20,2.6698647843178773,0,3.9234534881345717,0,3.380818908937866,0,3.3133334150523948,0,2.270385598405607,0,3.4101690607057984,0
Gson,12,1.2598404881994274,1,1.8813926380954162,1,1.1551318509240291,0,2.577851645008447,1,1.521613035137456,1,1.5832720406127199,1
JxPath,8,1.6618852059644253,1,2.203933087152853,0,2.525005182956422,0,2.1831767511996003,0,1.9929011902412548,0,2.3698093051461186,1
JacksonXml,5,1.6254244444539507,0,1.7841465114097375,0,1.4154412898634703,0,2.2402587127364586,0,1.9281370356108507,0,1.667472232353106,0
Jsoup,92,0.11375676787459657,1,-0.370710080123526,0,0.36764706103908007,0,0.8071588208564506,0,0.776169990915903,0,0.03143103933729319,1
Jsoup,86,0.6027729725640731,0,0.7178301512468922,0,0.28914675651095206,1,1.4037911877574287,0,1.0654257361568615,0,0.8668680386344488,1
Lang,8,3.200691219177728,1,3.7106495594752795,1,3.819436954845683,1,3.5375274970263253,1,2.8198188246963194,1,3.35846991898699,1
Jsoup,51,1.1997596702973963,1,0.9279697197005448,1,1.0070630255328543,0,1.6746125218185623,0,1.4436884045593417,0,1.2630891446764414,1
Jsoup,79,1.9277142886032617,1,2.485980340757232,1,2.100948403714232,1,2.943525911457604,1,2.6348031977711788,1,2.7318247357961063,1
Codec,1,0.6689619958693036,0,0.7164032808530539,1,1.3395424279561532,0,0.9398602650843111,0,1.0608530524730497,0,0.768864830175195,1
Compress,18,1.5584772640726896,1,3.2102726191713162,1,2.181353121355357,1,1.6480983610687232,1,1.6453129412865906,1,2.1413773225589057,1
Compress,30,2.255717875319686,1,3.511395425236848,0,2.782056932149744,0,3.448036412718608,0,3.0611644478425357,0,3.137645539936805,1
Closure,85,-4.519550284190962,1,-6.533649080763086,0,-5.339466975584107,0,-6.974794505107958,0,-5.7000297225674865,0,-6.51139265650247,1
Closure,91,-3.3393516513147534,0,-5.197271093010151,0,-3.114170195193878,0,-4.473276926417828,0,-3.9373695963415907,1,-4.72747635168331,1
Compress,24,1.4969478431506298,1,2.1963329717358993,1,1.522432552904199,1,1.4526935364031994,1,1.4648808854524975,1,1.5912808094894932,1
Lang,41,2.1607147864844563,1,3.425525451315922,1,2.621297703632213,0,2.935204017052572,1,2.490861565107787,1,2.590111025137152,1
Closure,129,-4.4330089038241125,0,-6.8774399005187385,0,-5.184230183688341,0,-6.79117864365525,0,-5.867080600834729,0,-5.919929369498769,0
Math,21,2.919438671193471,1,3.7863445137633676,0,3.8949175187801126,0,3.6121366974519225,1,3.1455573361720837,1,14.361797898582914,1
Math,35,2.1628826744443326,1,2.7989373686476453,1,2.098773952104817,1,2.329002950163261,1,2.2436672106536033,1,2.20178859418174,1
Lang,55,2.5275953124888404,1,2.775844022334267,1,3.445708983423493,1,2.973946855315321,1,2.599436059956082,1,3.0503911245819353,1
Closure,115,-4.717287543642358,0,-6.82402473716911,0,-5.669327945567687,0,-6.655590796143005,0,-5.980661450330146,0,-5.8446622102313155,0
Cli,40,2.525521052511845,1,3.7625116741099527,1,2.7937571733193547,1,2.7224563900064855,1,2.3477083497988676,1,3.3667117847750374,1
Closure,46,-6.07739586701784,1,-7.932840960281661,0,-6.962911101388742,0,-8.674682806234115,0,-7.022269547477792,1,-6.5853032225694355,1
Closure,52,-6.577034847073742,0,-8.56802180779629,1,-8.234017031872003,0,-9.354263999817025,0,-8.018011371915563,0,-8.40468525223765,1
Closure,101,-4.801456534884802,1,-6.90201421277571,1,-5.7087889359390465,1,-6.803503541090674,1,-6.404040289635114,0,-6.944584634866288,1
JacksonDatabind,39,0.3637879889989871,0,0.8429798656935896,0,0.1908598892751988,0,1.378360069321067,0,1.0813363398618814,0,0.3269072613036098,0
JacksonCore,1,1.5414317357844862,0,2.2466473528090485,1,1.2058218211044227,0,2.324729261590405,0,1.46885127557799,0,1.5319030765705606,1
Collections,3,1.62871683865956,0,2.8188932339246775,0,1.5557309650813824,0,2.036733397145068,0,2.1416777366202213,0,2.2911122410635514,0
JacksonDatabind,11,-0.8476314822409959,1,-1.3007998582433318,1,-0.7459681847800852,0,-0.5132574924882791,0,-0.22842803624101377,0,-0.7315292412751024,1
JacksonDatabind,10,0.39862641115599895,1,0.1518848280862113,0,0.6942491502272792,0,0.8524683267798218,0,0.8656114568852684,0,0.23216426729931366,1
Collections,2,2.7450379062950856,0,3.6062586407842496,0,3.0147194549578886,0,2.982220761953841,0,2.423442821415071,0,3.382059860666923,0
JacksonDatabind,38,1.0937185360261727,1,1.059888909936918,0,1.6584528837248336,1,1.981541444321346,1,1.995930030654084,1,1.4915176356163697,1
Chart,9,2.438836362112208,1,2.53224110680437,1,2.441317854299231,1,2.700873653677974,1,2.9205021651376657,1,3.4408057443697073,1
Closure,53,-5.647479746052261,0,-7.740442888538711,0,-8.307278034997982,0,-9.572216632523503,0,-8.010170430958475,1,-8.474928307284664,1
Closure,100,-3.7085514956392913,1,-5.702355528800366,0,-3.9863053710791996,0,-5.369395088314532,0,-4.54157902777739,1,-5.603096604562839,1
Closure,114,-13.081216502500812,0,-15.0528021645346,0,-23.079674636738535,0,-20.7030164197446,0,-16.339744867458982,0,-18.3844952696309,0
Closure,47,-4.415606124014947,0,-6.133570151253962,0,-4.218783533098255,0,-5.5685735520228,0,-4.874257213445325,0,-5.010307088928574,0
Math,34,2.030140571804982,1,3.0983115298637403,1,2.199515858683097,1,2.761254802419104,1,2.268078745630577,1,2.708185227631138,1
Lang,54,2.3389424854045378,1,2.9549060515180083,1,2.680662366960512,1,3.138659447361909,1,2.2695641626385767,1,2.6037866911458822,1
Closure,128,-5.165481186478213,0,-7.991098238486165,0,-7.0269723180381085,0,-8.396225666310343,0,-7.01905532951516,0,-6.724811649051578,0
Lang,40,1.9738646244555673,1,2.2519108998761426,1,2.3943879822094387,1,2.066548933865142,1,1.8853389977522612,1,2.374760750183196,1
Math,20,2.2385861057206733,1,3.2175062407709185,1,2.895107159086035,1,3.1823026867262434,1,2.4142151899634374,1,3.155924221253889,1
Closure,90,-4.0603260708588635,1,-6.11283135721455,1,-4.744346979199887,0,-6.031100822604572,0,-5.33936952017745,0,-6.309784889832877,1
Compress,25,2.5635437695745957,1,3.4139956581751347,0,3.1155766177509046,1,3.933595124046345,1,3.7619080942137852,1,3.277888765873933,1
Compress,31,-0.2565878270091703,1,1.813088758750084,1,-0.8057875142386459,0,0.31261921088603184,1,0.47027695393077595,1,-0.3820945946681039,1
Closure,84,-6.31585133535765,0,-8.492058694364948,0,-7.436670800266628,0,-8.892939557379439,0,-7.870599101124165,0,-7.877615532460732,0
Compress,19,1.9794917889921915,1,2.6079782326650918,0,2.3961631142447217,1,2.179450450902154,1,2.17181858470812,0,2.742186954513992,1
